id;domaine;chapitre;sous_chapitre;titre;exigence;lois;documents
60;chemicals;2;25;Précurseurs de drogue;Si la société a une autorisation de produire, de fabriquer, de posséder, de vendre, d'acheter, de stocker, de distribuer, de transporter, d'importer ou d'exporter des drogues de stupéfiants et des substances psychotropes, il conserve la preuve des documents utilisés pour sa demande d'autorisation pendant 5 ans à partir de la date à laquelle il a remis ces documents au ministère de la Santé.;"Décret exécutif n ° 07-228 du 30 juillet 2007 établissant les règles pour accorder l''autorisation d''utiliser des stupéfiants et des substances psychotropes à des fins médicales et scientifiques; Art. 11";* Copies des documents joints à la demande d'autorisation de produire, de fabriquer, de posséder, de vendre, d'acheter, de stocker, de distribuer, de transporter, d'importer ou d'exporter des médicaments narcotiques et des substances psychotropes
61;chemicals;2;26;Précurseurs de drogue;Si la société a une autorisation de produire, de fabriquer, de posséder, de vendre, d'acheter, de stocker, de distribuer, de transporter, d'importer ou d'exporter des drogues narcotiques et des substances psychotropes, il soumet chaque année les rapports au ministre de la Santé.;"Décret exécutif n ° 07-228 du 30 juillet 2007 établissant les règles pour accorder l''autorisation d''utiliser des stupéfiants et des substances psychotropes à des fins médicales et scientifiques; Art. 9";* Copies des rapports annuels sur les produits de stupéfiants produits, fabriqués, vendus, vendus, achetés, stockés, distribués, transportés, importés ou exportés
78;dangerous;1;3;Stockage et manipulation;Les matières dangereuses, produits ou substances de l'installation sont étiquetées et correctement marquées de manière à permettre leur identification.;"Décret exécutif 05-08 du 08 janvier 2005 sur des prescriptions particulières applicables aux substances, matériaux et produits dangereux en milieu de travail; Art. 6";nan
62;chemicals;2;27;Précurseurs de drogue;Si la société est autorisée à produire, fabriquer, posséder, vendre, acheter, stocker, distribuer, transporter, importer ou exporter des drogues de stupéfiants et des substances psychotropes, il signale un vol, une transformation ou une utilisation illégale de telles substances contrôlées.;"Loi n ° 04-18 du 25 décembre 2004 sur la prévention et la suppression de l''utilisation et du trafic illicites de drogues narcotiques et de substances psychotropes; Art. 1
Décret exécutif n ° 07-228 du 30 juillet 2007 établissant les règles pour accorder l''autorisation d''utiliser des stupéfiants et des substances psychotropes à des fins médicales et scientifiques; Art. 8";nan
63;chemicals;2;28;Précurseurs de drogue;Si la société est autorisée à produire, fabriquer, posséder, vendre, acheter, stocker, distribuer, transporter, importer ou exporter des drogues de stupéfiants et des substances psychotropes, elle stocke ses fournitures de drogues narcotiques et de substances psychotropes dans des casiers fermés.;"Loi n ° 04-18 du 25 décembre 2004 sur la prévention et la suppression de l''utilisation et du trafic illicites de drogues narcotiques et de substances psychotropes; Art. 1
Décret exécutif n ° 07-228 du 30 juillet 2007 établissant les règles pour accorder l''autorisation d''utiliser des stupéfiants et des substances psychotropes à des fins médicales et scientifiques; Art. 8";nan
64;chemicals;3;1;Fiches de données de sécurité;Toutes les substances, matériaux et préparations dangereux sur place sont accompagnés de leur fiche de données sur la sécurité des matériaux (FS).;"Décret exécutif 05-08 du 08 janvier 2005 sur des prescriptions particulières applicables aux substances, matériaux et produits dangereux en milieu de travail; Art. 10";* Fiche technique de sécurité des matériaux (FS) pour les matières dangereuses
65;chemicals;3;2;Fiches de données de sécurité;L'installation a soumis ses fiches techniques de sécurité matérielle à l'autorité chargée de la sécurité au travail et de l'hygiène.;"Décret exécutif 05-08 du 08 janvier 2005 sur des prescriptions particulières applicables aux substances, matériaux et produits dangereux en milieu de travail; Art. 10";"* Fiche technique de sécurité des matériaux (FS) pour les substances chimiques.
* Fiche technique de sécurité des matériaux (FS) pour les matières dangereuses"
66;chemicals;4;1;Substances épuisantes de l'ozone;L'entreprise prend toutes les actions nécessaires dans ses installations industrielles pour réduire ou éviter l'utilisation de substances épuisantes de l'ozone.;"Loi 03-10 du 19 juillet 2003 sur la protection de l''environnement dans la perspective du développement durable; Art. 46";nan
67;chemicals;4;2;Substances épuisantes de l'ozone;L'installation ne produit ni n'exporte pas les substances d'épuisement de l'ozone contrôlée répertoriées à l'annexe 1 au décret exécutif 13-110 du 17 mars 2013.;"Décret exécutif n ° 13-110 du 17 mars 2013 sur l''utilisation de substances et de produits d''épuisement de l''ozone les contenant; Art. 3";nan
68;chemicals;4;3;Substances épuisantes de l'ozone;Si les exportations de l'installation ont récupéré l'ozone contrôlé épuisant les substances pour le recyclage et la destruction, il a obtenu une autorisation du ministère de l'Environnement.;"Décret exécutif n ° 13-110 du 17 mars 2013 sur l''utilisation de substances et de produits d''épuisement de l''ozone les contenant; Art. 4";* Autorisation pour l'exportation de substances épuisantes à l'ozone contrôlée
69;chemicals;4;4;Substances épuisantes de l'ozone;L'installation n'importe aucune ozone contrôlée épuisant des substances, ni des produits contenant des substances contrôlées par ozone contrôlée d'un État / pays qui ne fait pas partie au protocole de Montréal de 1987.;"Décret exécutif n ° 13-110 du 17 mars 2013 sur l''utilisation de substances et de produits d''épuisement de l''ozone les contenant; Art. 8";* Ozone épuivant les dossiers d'importation
70;chemicals;4;5;Substances épuisantes de l'ozone;L'installation n'importe pas d'ozone contrôlé épuisant les substances et des mélanges contenant des substances d'épuisement à ozone contrôlée répertoriées à l'annexe I et III du décret exécutif n ° 13-110 du 17 mars 2013.;"Décret exécutif n ° 13-110 du 17 mars 2013 sur l''utilisation de substances et de produits d''épuisement de l''ozone les contenant; Art. 6";nan
71;chemicals;4;6;Substances épuisantes de l'ozone;Si l'installation importe des substances et des mélanges d'épuisement des ozones contenant des substances contrôlées en ozone énumérées à l'annexe II et III du décret exécutif n ° 13-110 du 17 mars 2013, il a obtenu un quota d'importation du ministère de l'Environnement.;"Décret exécutif n ° 13-110 du 17 mars 2013 sur l''utilisation de substances et de produits d''épuisement de l''ozone les contenant; Art. 7";* Quota d'importation des substances contrôlées
72;chemicals;4;7;Substances épuisantes de l'ozone;Si l'installation détient un quota pour l'importation de substances contrôlées à l'ozone, elle informe le Comité des substances contrôlées au plus tard un mois après l'expiration de la notification de l'allocation de quotas concernant les quantités importées.;"Décret exécutif n ° 07-207 du 30 juin 2007 sur l''utilisation de substances et de produits contenant des substances épuisement de l''ozone; Art. 13
Décret exécutif n ° 13-110 du 17 mars 2013 sur l''utilisation de substances et de produits d''épuisement de l''ozone les contenant; Art. 12";* Notification de la quantité de sujets d'ozone contrôlés importés
73;chemicals;4;8;Substances épuisantes de l'ozone;Si l'installation détient un quota pour l'importation de substances contrôlées à l'ozone, il informe le Comité des substances contrôlées au plus tard quatre mois avant l'expiration de la notification de l'allocation de quotas dans le cas où l'importation n'aurait pas lieu.;"Décret exécutif n ° 13-110 du 17 mars 2013 sur l''utilisation de substances et de produits d''épuisement de l''ozone les contenant; Art. 12";nan
74;chemicals;4;9;Substances épuisantes de l'ozone;L'installation cesse d'utiliser des substances d'épuisement à l'ozone contrôlée, comme indiqué à l'annexe 1 du décret exécutif 07-207 du 30 juin 2007 pour la fabrication des produits énumérés à l'annexe 3, conformément au calendrier énoncé à l'annexe 2.;"Décret exécutif n ° 13-110 du 17 mars 2013 sur l''utilisation de substances et de produits d''épuisement de l''ozone les contenant; Art. 23";nan
75;chemicals;4;10;Substances épuisantes de l'ozone;L'installation garantit que les substances contrôlées par ozone contrôlées contenues dans l'équipement de réfrigération et de climatisation, la protection contre les incendies et les extincteurs sont recyclés ou régénérés pendant l'entretien ou avant l'élimination de l'équipement.;"Décret exécutif n ° 13-110 du 17 mars 2013 sur l''utilisation de substances et de produits d''épuisement de l''ozone les contenant; Art. 25";nan
